Label,Message,Message_Length,Word_Count,Sentence_Count,Transformed_Message,Clean_Length
ham,"If i let you do this, i want you in the house by 8am.",53,14,2,let want hous,13
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",121,27,6,best line said love wait till day forget u day u realiz u cannot forget gn,74
ham,I will reach before ten morning,31,6,1,reach ten morn,14
ham,Your pussy is perfect!,22,4,1,pussi perfect,13
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",161,27,2,someon contact date servic enter phone becausethey fanci find call landlin pobox wrg p,86
ham,No message..no responce..what happend?,38,4,5,messageno responcewhat happend,30
ham,Also where's the piece,22,4,1,also where piec,15
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",91,13,4,wiskey brandi rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukk,81
ham,Boo. How's things? I'm back at home and a little bored already :-(,66,13,2,boo how thing im back home littl bore alreadi,45
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,191,37,3,first gain ltgt kg sinc took second done blood sugar test ok blood pressur within normal limit worri,100
ham,PICK UR FONE UP NOW U DUMB?,27,7,1,pick ur fone u dumb,19
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",67,14,3,thank da thangam feel happi dear also miss da,45
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",104,20,3,okey doke im home dress co lay around ill speak later bout time stuff,69
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,96,21,7,dont run away frm u walk slowli amp kill u dont care enough stop,64
ham,"Babe, I'm back ... Come back to me ...",38,9,7,babe im back come back,22
ham,Well you told others you'd marry them...,40,7,4,well told other youd marri,26
ham,Neshanth..tel me who r u?,25,5,3,neshanthtel r u,15
ham,YO YO YO BYATCH WHASSUP?,24,5,1,yo yo yo byatch whassup,23
ham,Oh... Kay... On sat right?,26,5,7,oh kay sat right,16
ham,Hi! This is Roger from CL. How are you?,39,9,2,hi roger cl,11
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),152,33,3,babe u want dont u babi im nasti thing filthyguy fanci rude time sexi bitch go slo n hard txt xxx slomsg,104
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,54,11,10,oh oh wast den muz chiong sat n sun liao,40
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,73,13,1,jesu christ bitch im tri give drug answer fuck phone,52
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,80,19,2,pleas give pick tuesday even ok,31
ham,I'm meeting Darren...,21,3,4,im meet darren,14
ham,One of best dialogue in cute reltnship..!! \Wen i Die,53,10,3,one best dialogu cute reltnship wen die,39
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444,71,18,solv case man found murder ltdecimalgt ltgt afternoon wife call polic polic question everyon wife siri sleep murder took place cook cook garden pick veget housemaid went post offic children went play neighbour went marriag polic arrest murder immedi who repli reason u r brilliant,280
ham,Dear where you will be when i reach there,41,9,1,dear reach,10
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),99,22,2,aww that first time u said u miss without ask miss u first love,63
ham,Ok... Thanx... Gd nite 2 Ì_ too...,34,7,10,ok thanx gd nite ì,18
ham,"Come to me right now, Ahmad",27,6,1,come right ahmad,16
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,116,23,5,lol pleas actual send pic right wanna see pose comb hair dryer someth,69
ham,O was not into fps then.,24,6,2,fp,2
ham,Huh means computational science... Y they like dat one push here n there...,75,13,7,huh mean comput scienc like dat one push n,42
ham,"Could you not read me, my Love ? I answered you",47,11,1,could read love answer,22
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,81,18,10,oh lk tt den take e one tt end cine lor dun wan yogasana oso,60
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",115,11,5,madamregret disturbancemight receiv refer check dlf premaricakindli informedrgdsrakheshkerala,93
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,152,22,4,sm servic inclus text credit pl gotto login qxj unsubscrib stop extra charg help comukcm ae,91
ham,Oic... Then better quickly go bathe n settle down...,52,9,7,oic better quickli go bath n settl,34
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,83,18,7,err cud im go pm havent got way contact,39
ham,A bloo bloo bloo I'll miss the first bowl,41,9,1,bloo bloo bloo ill miss first bowl,34
ham,Lmao but its so fun...,22,5,4,lmao fun,8
ham,Oh k k:)but he is not a big hitter.anyway good,46,10,2,oh k kbut big hitteranyway good,31
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,57,12,4,hey almost forgot happi bday babe love ya,41
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,158,27,3,valentin day special win å£ quiz take partner trip lifetim send go pmsg rcvd custcar,84
ham,Do you think i can move  &lt;#&gt;  in a week,45,10,1,think move ltgt week,20
ham,She.s find. I sent you an offline message to know how anjola's now.,67,13,4,she find sent offlin messag know anjola,39
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,152,30,5,guess ithi first time creat web page read wrote im wait opinion want friend,75
ham,How was txting and driving,26,5,1,txting drive,12
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,100,18,6,that good let thank god pleas complet drug lot water beauti day,63
ham,Really dun bluff me leh... U sleep early too. Nite...,53,10,8,realli dun bluff leh u sleep earli nite,39
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",632,109,14,indian r poor india poor countri say one swiss bank director say ltgt lac crore indian money deposit swiss bank use taxless budget ltgt yr give ltgt crore job indian villag delhi lane road forev free power supli ltgt social project everi citizen get monthli ltgt ltgt yr need world bank amp imf loan think money block rich politician full right corrupt politician itna forward karo ki pura india padhegm,403
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,235,46,10,uncl boy need movi oh guid plu know torrent particularli legal system slow gr day plu start co dont meet onlin honey moon,121
ham,Oh ya ya. I remember da. .,26,7,4,oh ya ya rememb da,18
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,114,24,1,btw regard realli tri see anyon els th guy commit random dude,61
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",122,18,5,ur chanc win å£ cash everi wk txt play tsc custcar xpwk,55
ham,I not busy juz dun wan 2 go so early.. Hee.. ,45,11,5,busi juz dun wan go earli hee,29
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,78,15,5,rightio well arent bright earli morn,36
ham,"Great. I'm in church now, will holla when i get out",51,11,2,great im church holla get,25
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,82,17,2,back brum thank put us keep us happi see soon,45
ham,I donno if they are scorable,28,6,1,donno scorabl,13
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,85,13,1,ltgt great loxahatche xma tree burn updat total see star,56
ham,"Yes but i dont care! I need you bad, princess!",46,10,1,ye dont care need bad princess,30
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",183,35,1,guy kadeem hasnt sell sinc break know one guy he paranoid fuck doesnt like sell without cant til late tonight,109
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,109,24,10,tmr ì brin lar aiya later come n c lar mayb ì neva set properli ì got da help sheet wif ì,89
ham,Do u knw dis no. &lt;#&gt; ?,28,7,2,u knw di ltgt,13
ham,Then she dun believe wat?,25,5,1,dun believ wat,14
ham,K..give back my thanks.,23,4,4,kgive back thank,16
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,74,14,5,know complain num onlybettr directli go bsnl offc nd appli,58
ham,Okay. I've seen it. So i should pick it on friday?,50,11,3,okay ive seen pick friday,25
ham,How much she payed. Suganya.,28,5,3,much pay suganya,16
ham,Left dessert. U wan me 2 go suntec look 4 u?,44,11,2,left dessert u wan go suntec look u,35
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",88,18,3,abeg make profit start use get sponsor next event,49
ham,Onum ela pa. Normal than.,25,5,3,onum ela pa normal,18
ham,K.k..how is your sister kids?,29,5,4,kkhow sister kid,16
ham,"Cool, I'll text you when I'm on the way",39,9,1,cool ill text im way,20
ham,Nope. Meanwhile she talk say make i greet you.,46,9,3,nope meanwhil talk say make greet,33
ham,i cant talk to you now.i will call when i can.dont keep calling.,64,13,4,cant talk nowi call candont keep call,37
ham,Anything lar...,15,2,4,anyth lar,9
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",126,20,7,rose need water season need chang poet need imaginationmi phone need ur sm need ur love frndship forev,102
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",105,22,8,good afternoon babe goe day job prospect yet miss love sigh,59
ham,They will pick up and drop in car.so no problem..,49,10,4,pick drop carso problem,23
ham,S.i think he is waste for rr..,30,7,4,si think wast rr,16
ham,He is world famamus....,23,4,5,world famamu,12
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,84,16,2,come friday leav pongaldo get news work place,45
ham,Lol well don't do it without me. We could have a big sale together.,67,14,3,lol well dont without could big sale togeth,43
ham,* Am on my way,14,5,1,way,3
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,68,14,10,eat old airport road oredi got lot pple,39
ham,"sry can't talk on phone, with parents",37,7,1,sri cant talk phone parent,26
ham,Ok lor wat time Ì_ finish?,26,6,1,ok lor wat time ì finish,24
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",84,15,2,princess like make love ltgt time per night hope that problem,61
ham,Mm i am on the way to railway,29,8,1,mm way railway,14
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",201,39,6,im done im sorri hope next space give everyth want rememb furnitur im around move lock lock leav key jenn,105
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,137,31,3,yet id like keep touch easiest way barcelona way ru hous,56
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",116,22,1,sppok ur mob halloween collect nokia logop messag plu free eeri tone txt card spook,83
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",168,27,2,urgent call landlin complementari tenerif holiday å£ cash await collect sae tc po box wa px ppm sender hol offer,112
ham,K.:)do it at evening da:)urgent:),33,5,2,kdo even daurgent,17
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,101,19,1,pansi youv live jungl two year drive worri,42
ham,Mm have some kanji dont eat anything heavy ok,45,9,1,mm kanji dont eat anyth heavi ok,32
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,124,28,3,promis get soon youll text morn let know made ok,48
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,84,16,3,lol that differ dont go tri find everi real life photo ever took,64
ham,I dont thnk its a wrong calling between us,42,9,1,dont thnk wrong call us,23
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,78,18,4,k ill drinkpa need sr model pl send mail id pa,46
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,70,15,3,aiyah e rain like quit big leh drizzl least run home,52
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,121,24,3,doc appoint next week im tire shove stuff ugh couldnt normal bodi,65
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,81,16,7,dun b sad dun thk abt alreadi concentr ur paper k,49
ham,"Greetings me, ! Consider yourself excused.",42,6,2,greet consid excus,18
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,245,45,5,drama plsi enough famili struggl hot sun strang placeno reason ego go invit actual necess gowait seriou reppurcuss,114
ham,they released another Italian one today and it has a cosign option,66,12,1,releas anoth italian one today cosign option,44
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",139,29,1,mu tri figur much money everyon ga alcohol jay tri figur weed budget,68
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,150,24,3,winner valu network custom hvae select receiv å£ reward collect call valid hour aclpm,85
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,167,19,6,hcl chennai requir fresher voic processexcel english neededsalari upto ltgt call mssuman ltgt telephon interview via indyarockscom,130
ham,Dai what this da.. Can i send my resume to this id.,51,12,4,dai da send resum id,20
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",55,11,1,know ltgt ill around,20
ham,Yup i've finished c Ì_ there...,31,6,4,yup ive finish c ì,18
ham,Remember to ask alex about his pizza,36,7,1,rememb ask alex pizza,21
ham,No da..today also i forgot..,28,5,5,datoday also forgot,19
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",306,62,2,ola would get back mayb today told direct link us get car bid onlin arrang ship get cut u partnership u invest money ship take care restuwud b self reliant soon dnt worri,170
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,202,40,1,fwiw reason im around time smoke ga afford around someon tell appar happen somebodi want light,94
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",160,34,5,hello boytoy made home constant thought love hope nice visit cant wait till come home kiss,90
ham,Congrats kano..whr s the treat maga?,36,6,3,congrat kanowhr treat maga,26
ham,Who u talking about?,20,4,1,u talk,6
ham,Yup...,6,1,4,yup,3
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",150,32,6,u wake alreadi wat u u pick us later rite im take sq reach ard smth like dat u check e arriv time c ya soon,107
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,74,13,7,yunni im walk citylink ì faster come hungri,43
ham,Er yep sure. Props?,19,4,2,er yep sure prop,16
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",153,31,2,hiya u pay money account thank got pleasant surpris check balanc u c dont get statement acc,91
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,158,32,4,u nokia plu free digit camera u get u win free auction take part send nokia poboxtcrw,85
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,45,8,2,ok ill send ltdecimalgt ok,26
ham,Bognor it is! Should be splendid at this time of year.,54,11,2,bognor splendid time year,25
ham,Yes.i'm in office da:),22,4,2,yesim offic da,14
ham,Ok. I only ask abt e movie. U wan ktv oso?,42,11,3,ok ask abt e movi u wan ktv oso,31
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,179,33,4,misplac number send text old number wonder ive heard year best mcat got number atlanta friend,93
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,82,20,7,dunno lei might b eatin wif fren ì wan eat wait ì lar,53
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,100,18,5,free entri å£ weekli comp send word win tc,42
ham,Do u noe how 2 send files between 2 computers?,46,10,1,u noe send file comput,22
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",158,35,6,mmmmm love wake word morn miss love hope day goe well happi wait us togeth,74
ham,jay says he'll put in  &lt;#&gt;,32,6,1,jay say hell put ltgt,21
ham,Can you just come in for a sec? There's somebody here I want you to see,71,16,1,come sec there somebodi want see,32
ham,So the sun is anti sleep medicine.,34,7,2,sun anti sleep medicin,22
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,104,17,2,what happen gotten job begun registr perman resid,49
ham,Yup ok...,9,2,4,yup ok,6
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,95,20,2,glad went well come well plenti time clair goe work,51
ham,Ok enjoy . R u there in home.,29,8,3,ok enjoy r u home,17
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",155,29,3,pl pl send mail know rel come deliv know cost risk benefit anyth els thank,74
ham,You do what all you like,24,6,1,like,4
ham,That's y we haf to combine n c how lor...,41,10,4,that haf combin n c lor,23
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,106,18,2,monthli amount terribl pay anyth till month finish school,57
ham,Hmmm:)how many players selected?,32,4,1,hmmmhow mani player select,26
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",112,22,2,said gonna snow start around pm tonit predict inch accumul,58
ham,I dont. Can you send it to me. Plus how's mode.,47,11,4,dont send plu how mode,22
ham,Aiyo please Ì_ got time meh.,28,6,2,aiyo pleas ì got time meh,25
ham,Package all your programs well,30,5,1,packag program well,19
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",289,54,11,sister belong famili hope tomorrow pray herwho fate shoranur train incid let hold hand togeth amp fuell love amp concern prior grief amp pain pl join di chain amp pass stop violenc women,186
ham,So are you guys asking that i get that slippers again or its gone with last year,80,17,1,guy ask get slipper gone last year,34
ham,Company is very good.environment is terrific and food is really nice:),70,11,2,compani goodenviron terrif food realli nice,43
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",101,11,6,text get rington logo game question infotxtcouk,47
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,122,24,1,honestli ive made love cup tea promptli drop key burnt finger get,65
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,59,12,3,yup studi surf lor im e lazi mode today,39
ham,Please sen :)my kind advice :-)please come here and try:-),58,10,1,pleas sen kind advic pleas come tri,35
ham,I'm done. C Ì_ there.,21,5,3,im done c ì,11
ham,"Oh fine, I'll be by tonight",27,6,1,oh fine ill tonight,19
ham,ÌÏ give me some time to walk there.,35,8,2,ìï give time walk,17
ham,I'll reach in ard 20 mins ok...,31,7,4,ill reach ard min ok,20
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",156,24,1,freemsg award free mini digit camera repli snap collect prize quizclub opt stop pwk sprwm ph,92
ham,Fuck babe ... What happened to you ? How come you never came back?,66,14,4,fuck babe happen come never came back,37
spam,This message is brought to you by GMW Ltd. and is not connected to the,70,15,2,messag brought gmw ltd connect,30
ham,"Some friends want me to drive em someplace, probably take a while",65,12,1,friend want drive em someplac probabl take,42
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,95,22,7,also thk fast xy suggest one u dun wan ok go rain leh got gd,60
ham,Are you still getting the goods.,32,6,2,still get good,14
ham,And maybe some pressies,23,4,1,mayb pressi,11
ham,"Yeah I am, so I'll leave maybe 7ish?",36,8,1,yeah ill leav mayb ish,22
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,144,31,6,told dr appt next week think im gonna die told check noth worri didnt listen,76
ham,You in your room? I need a few,30,8,1,room need,9
ham,I dont want to hear anything,28,6,1,dont want hear anyth,20
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,83,18,5,hey leav friday wait ask superior tell,38
ham,Ultimately tor motive tui achieve korli.,40,6,2,ultim tor motiv tui achiev korli,32
ham,From 5 to 2 only my work timing.,32,8,2,work time,9
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,61,11,1,û donû÷t worri weû÷ll finish march û ish,44
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",116,24,1,hous water dock boat roll newscast dabbl jazz flute behind wheel,64
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",160,26,6,congrat mobil g videophon r call videochat wid ur mate play java game dload polyph music nolin rentl bx ip p,108
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,153,30,2,next amaz xxx picsfre video sent enjoy one vid enough day text back keyword picsfre get next video,98
ham,Now thats going to ruin your thesis!,36,7,1,that go ruin thesi,18
ham,In sch but neva mind u eat 1st lor..,36,9,3,sch neva mind u eat st lor,26
ham,Hey whats up? U sleeping all morning?,37,7,1,hey what u sleep morn,21
ham,Erm. I thought the contract ran out the4th of october.,54,10,3,erm thought contract ran theth octob,36
ham,I dunno until when... Lets go learn pilates...,46,8,7,dunno let go learn pilat,24
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,134,25,3,u subscrib best mobil content servic uk å£ per ten day send stop helplin,72
ham,Yup i'm elaborating on the safety aspects and some other issues..,65,11,3,yup im elabor safeti aspect issu,32
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",131,27,2,free tarot text find love life tri free text chanc free msg å£,62
ham,"Goodmorning, today i am late for 1hr.",37,7,2,goodmorn today late hr,22
ham,Hi happy birthday. Hi hi hi hi hi hi hi,39,10,2,hi happi birthday hi hi hi hi hi hi hi,38
ham,I will be outside office take all from there,44,9,1,outsid offic take,17
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,82,15,1,dont respond imma assum your still asleep imma start call n shit,64
ham,"Aight, see you in a bit",23,6,1,aight see bit,13
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),155,27,1,superior tell friday leav depart except oursso leav youani way call wahe fathima hr conform,91
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,153,25,6,join uk horniest dog servic u sex nite sign follow instruct txt entri nytecalpmsgp,82
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,153,32,4,lol take member said aunt flow didnt visit month caus develop ovarian cyst bc way shrink,88
ham,Still work going on:)it is very small house.,44,8,2,still work go onit small hous,29
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",117,25,1,friend got say he up order gram he got ltgt get,47
ham,Tmr timin still da same wat cos i got lesson until 6...,55,12,4,tmr timin still da wat co got lesson,36
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",126,26,1,thatû÷ thing ape u fight death keep someth minut u let go that,63
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,109,25,4,im gonna abl late notic ill home week anyway plan,49
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",65,13,7,got fujitsu ibm hp toshiba got lot model say,44
ham,Okie... Thanx...,16,2,7,oki thanx,9
ham,"Gosh that , what a pain. Spose I better come then.",50,11,3,gosh pain spose better come,27
ham,"As usual..iam fine, happy &amp; doing well..:)",46,7,5,usualiam fine happi amp well,28
ham,Okie,4,1,1,oki,3
ham,So when you gonna get rimac access ,35,7,1,gonna get rimac access,22
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",99,18,1,im arestaur eat squid wanna dosometh late,41
ham,You call times job today ok umma and ask them to speed up,57,13,1,call time job today ok umma ask speed,37
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",136,28,4,hello ucal wen u finish wrki fanci meetin wiv u tonit need break dabook hr last nite today wrk,94
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,56,15,2,r u sam p eachoth meet go hous,30
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,62,12,2,yeah lol luckili didnt star role like,37
ham,Hello madam how are you ?,25,6,1,hello madam,11
ham,"Awesome, text me when you're restocked",38,6,1,awesom text your restock,24
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,156,28,5,knock knock txt whose enter r weekli draw å£ gift voucher store yr choic tc age stoptxtstopå£week,97
ham,Yes. It's all innocent fun. O:-),32,6,3,ye innoc fun,12
ham,Thanks for sending this mental ability question..,49,7,3,thank send mental abil question,31
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",243,52,6,sir hope day go smoothli realli hope wont bother bill cant settl month extra cash know challeng time also let know,114
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,42,8,3,marrow wed ltgt aha,19
ham,I went to ur hon lab but no one is there.,41,11,2,went ur hon lab one,19
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,81,11,7,hey pple nightsexcel locat wif breakfast hamper,47
